"IssuerID","State","Plan Type","Global_rate","S1_rate","S1D1_rate","S1D1C1_rate","S1D1C2_rate","S1D1C3_rate","S1D1C4_rate","S1D2_rate","S1D2C5_rate","S1D3_rate","S1D3C6_rate","S1D3C7_rate","S1D3C8_rate","S1D3C9_rate","S2_rate","S2D9_rate","S2D9C15_rate","S2D6_rate","S2D6C12_rate","S3_rate","S3D7_rate","S3D7C13_rate","S3D8_rate","S3D8C14_rate","S1D1C1M1_den","S1D1C1M1_rate","S1D1C2M2_den","S1D1C2M2_rate","S1D1C2M3_den","S1D1C2M3_rate","S1D1C2M4_den","S1D1C2M4_rate","S1D1C2M5_den","S1D1C2M5_rate","S1D1C3M6_den","S1D1C3M6_rate","S1D1C3M7_den","S1D1C3M7_rate","S1D1C3M8_den","S1D1C3M8_rate","S1D1C4M9_den","S1D1C4M9_rate","S1D1C4M10_den","S1D1C4M10_rate","S1D1C4M12_den","S1D1C4M12_rate","S1D1C4M13_den","S1D1C4M13_rate","S1D2C5M14_den","S1D2C5M14_rate","S1D2C5M15_den","S1D2C5M15_rate","S1D3C6M16_den","S1D3C6M16_rate","S1D3C6M17_den","S1D3C6M17_rate","S1D3C6M18_den","S1D3C6M18_rate","S1D3C7M19_den","S1D3C7M19_rate","S1D3C7M20_den","S1D3C7M20_rate","S1D3C8M21_den","S1D3C8M21_rate","S1D3C8M23_den","S1D3C8M23_rate","S1D3C8M24_den","S1D3C8M24_rate","S1D3C8M25_den","S1D3C8M25_rate","S1D3C9M26_den","S1D3C9M26_rate","S1D3C9M27_den","S1D3C9M27_rate","S1D3C9M47_den","S1D3C9M47_rate","S1D3C9M30_den","S1D3C9M30_rate","S1D3C9M31_den","S1D3C9M31_rate","S1D3C9M32_den","S1D3C9M32_rate","S2D9C15M33_den","S2D9C15M33_rate","S2D9C15M34_den","S2D9C15M34_rate","S2D6C12M36_den","S2D6C12M36_rate","S2D6C12M37_den","S2D6C12M37_rate","S2D6C12M38_den","S2D6C12M38_rate","S3D7C13M39_den","S3D7C13M39_rate","S3D7C13M40_den","S3D7C13M40_rate","S3D7C13M41_den","S3D7C13M41_rate","S3D7C13M42_den","S3D7C13M42_rate","S3D8C14M43_den","S3D8C14M43_rate","S3D8C14M44_den","S3D8C14M44_rate","S3D8C14M45_den","S3D8C14M45_rate"
80473,WA,HMO,4,4,4,2,3,4,4,4,4,4,3,5,3,3,3,2,2,2,2,4,4,4,2,2,196,0.5255102,838,0.7016707,61,0.6393443,9,0.5673077,652,0.1840491,411,0.7372263,5293,0.808993,4734,0.7718631,411,0.6642336,411,0.6034063,411,0.9294404,1590,0.7471698,6212,0.8290406,528,0.5882659,3644,0.7211855,401,0.6159601,395,0.5746835,250,0.888,250,0.956,159,0.9245283,916,0.5,318,0.5314465,31,0.4078853,.,NB,108,0.7777778,107,0.3551402,392,0.752551,65,0.6769231,892,0.6849776,279,0.718903399,216,0.826149092,241,0.729388544,192,0.859011531,134,0.837691302,68,0.8235294,103,0.961165,220,0.3954545,536,0.8936567,263,0.456810445,229,0.736874261,326,0.634850441
81413,WI,HMO,4,4,3,2,3,4,4,5,5,4,4,CSR-I,3,CSR-I,4,4,4,4,4,5,4,4,3,3,32,0.53125,60,0.5833334,16,0.25,4,0.3333334,81,0.2839506,411,0.6545012,1060,0.7801887,984,0.7347561,402,0.5024876,402,0.6467662,402,0.9527363,350,0.7342857,1153,0.8924545,79,0.9026991,256,0.7617188,411,0.622871,403,0.674938,19,0.8947368,19,1,207,0.9516908,114,0.4912281,271,0.4391144,42,0.4926442,.,NB,14,0.7857143,14,0,294,0.8707483,7,1,87,0.7126437,231,0.772437932,203,0.86434477,199,0.791720028,189,0.903633482,118,0.859832138,19,0.8947368,18,1,48,0.5,55,0.8181818,207,0.516809975,174,0.739324233,263,0.71027823
82569,MA,HMO,3,3,2,1,3,3,3,4,4,4,4,3,4,2,3,2,2,4,4,4,4,4,2,2,235,0.3957447,907,0.5,214,0.4813084,.,NR,1139,0.2414399,411,0.6447689,7440,0.6767473,7072,0.5985577,395,0.6835443,395,0.5341772,395,0.9037975,3228,0.6217472,6430,0.8284603,1054,0.6712573,2891,0.779661,398,0.6834171,384,0.6119792,235,0.7404255,235,0.7744681,411,0.7761557,1273,0.6975648,257,0.4474708,69,0.6244672,411,0.1386861,16,0.75,17,0.2941176,288,0.7569444,13,0.5384615,97,0.6804124,252,0.71674085,217,0.811588013,207,0.800198779,202,0.857290243,125,0.867229127,18,1,30,0.9666667,234,0.6239316,1374,0.8304221,236,0.444437471,220,0.670820418,261,0.734676172
83731,PA,HMO,3,3,4,4,3,4,4,3,3,4,3,4,2,3,3,3,3,4,4,2,3,3,1,1,77,0.6753247,132,0.6401516,21,0.5238095,.,NR,130,0.2884616,411,0.7591241,1798,0.820356,1538,0.8062419,411,0.5304136,411,0.6423358,411,0.8953771,545,0.8055046,2160,0.7842593,373,0.7432449,1817,0.6626307,395,0.556962,411,0.5596107,41,0.8292683,41,0.9512195,207,0.8888889,161,0.3913043,210,0.4428571,43,0.4571798,585,0.2991453,13,0.8461538,24,0.2083333,376,0.7801418,5,0.8,102,0.8823529,189,0.740394989,169,0.830067109,164,0.740526355,154,0.892409073,100,0.882760284,45,0.7777778,49,0.9591837,139,0.2517986,115,0.7913043,174,0.416226179,146,0.665022298,213,0.588814484
83761,GA,PPO,3,2,3,4,2,2,2,4,4,3,2,3,2,1,3,3,3,4,4,3,2,2,2,2,167,0.6886228,492,0.6046748,158,0.2594937,15,0.5064103,557,0.1885099,411,0.593674,5887,0.6424325,5007,0.6091472,411,0.2579075,411,0.5158151,411,0.8978102,2198,0.5969063,6094,0.8810305,722,0.6909488,1160,0.6603448,411,0.4428224,411,0.4282238,200,0.71,200,0.8,305,0.8360656,913,0.4293538,219,0.4429224,66,0.3725719,2990,0.1076923,65,0.4461538,81,0.1481481,411,0.56691,40,0.475,441,0.6417234,203,0.77482333,183,0.839309824,177,0.787638155,175,0.896303237,117,0.858856267,104,0.9134615,121,0.7438017,528,0.2727273,493,0.63286,189,0.461239542,152,0.668304171,221,0.715090906
84014,CA,HMO,3,4,4,CSR-I,4,4,4,5,5,3,3,CSR-I,3,2,1,1,1,2,2,3,2,2,3,3,25,0.64,47,0.8404255,11,0,.,NR,68,0.1764706,411,0.6399027,1306,0.8683002,1349,0.8124537,411,0.6009732,411,0.6009732,411,0.9002433,706,0.8526912,1390,0.8935252,125,0.6499288,561,0.7076649,411,0.5012165,411,0.5377129,29,0.9310345,29,0.9310345,411,0.9148418,142,0.5492958,267,0.4719101,56,0.5460469,169,0.0887574,4,0.75,7,0.2857143,110,0.7848485,0,0,34,0.5,251,0.5675191,198,0.732329889,189,0.767019749,188,0.837530456,95,0.836418776,2,0.5,5,1,39,0.2051282,65,0.7846154,253,0.507120609,240,0.670104934,279,0.747939641
84481,WA,HMO,3,3,3,2,1,3,4,4,4,4,3,3,4,3,3,3,3,4,4,3,4,4,1,1,100,0.47,397,0.5654912,34,0.1176471,10,0.5625,375,0.2026667,411,0.676399,3114,0.7283237,2759,0.647336,411,0.5304136,411,0.6545012,411,0.919708,1025,0.6770732,3225,0.8421705,423,0.7183304,1011,0.6983185,411,0.6374696,411,0.540146,157,0.7961783,157,0.8280255,411,0.8978102,368,0.4646739,312,0.5384615,78,0.5767456,.,NB,39,0.7692308,40,0.3,411,0.649635,18,0.7222222,349,0.7535817,308,0.694154554,267,0.864970555,267,0.755266878,248,0.885716986,165,0.862099056,46,0.8913043,83,0.9759036,134,0.4179104,251,0.7768924,275,0.427735636,248,0.631681177,330,0.628878057
85736,MN,HMO,3,3,4,3,3,4,4,4,4,4,3,4,3,3,3,3,3,2,2,3,3,3,1,1,128,0.5859375,388,0.7113402,53,0.4150943,8,0.6666667,367,0.1934605,411,0.7542579,3350,0.838806,3191,0.8035099,411,0.4793187,411,0.6107056,411,0.9391727,956,0.7688285,4123,0.8399224,570,0.7464785,1277,0.6640564,411,0.620438,411,0.6301703,125,0.808,125,0.872,411,0.9099757,513,0.4678363,245,0.4612245,58,0.5227832,3208,0.2624688,83,0.8433735,120,0.275,411,0.7404704,63,0.7301587,598,0.8060201,200,0.748982446,154,0.81638846,167,0.750109109,132,0.8520784,92,0.838106081,144,0.9791667,82,0.9146341,188,0.4042553,176,0.6818182,178,0.400136673,145,0.653610328,247,0.617271275
86052,DC,HMO,4,3,3,2,4,3,3,4,4,4,4,4,4,4,4,4,4,CSR-I,CSR-I,4,4,4,CSR-I,CSR-I,109,0.5229358,184,0.7173913,30,0.5333333,12,0.3705357,129,0.2403101,411,0.5596107,983,0.7599186,821,0.727162,411,0.4355231,411,0.6082725,411,0.8856448,391,0.7058824,1318,0.8277693,211,0.6946476,625,0.6624,411,0.7396594,411,0.6082725,184,0.7336957,184,0.9184783,411,0.8223844,261,0.5440613,110,0.5818182,17,0.5036765,1767,0.5234861,122,0.7786885,94,0.3297872,411,0.7615572,119,0.8823529,425,0.8517647,105,0.774074859,84,0.833789814,92,0.801348218,71,0.88561394,53,0.83307955,104,0.9326923,131,0.9541985,144,0.375,292,0.7808219,98,0.408223084,79,0.669894418,119,0.691279648
86052,DC,POS,4,4,3,3,4,3,3,5,5,4,4,3,3,3,4,4,4,CSR-I,CSR-I,4,3,3,3,3,237,0.5991561,211,0.7725118,36,0.3055556,15,0.1296297,141,0.3226951,411,0.3965937,1496,0.8215241,1517,0.7936717,411,0.4890511,411,0.5158151,411,0.8686131,480,0.725,2067,0.8205128,152,0.4350884,1068,0.7340824,411,0.7761557,411,0.6545012,262,0.6984733,262,0.8282443,411,0.6350365,669,0.5007474,118,0.5762712,11,0.3333333,4300,0.4965116,220,0.6136364,192,0.2552083,411,0.5863747,216,0.8333333,1012,0.8675889,128,0.817014382,102,0.839355714,116,0.826509992,92,0.884364419,88,0.887075653,188,0.9148936,208,0.9086538,213,0.3849765,397,0.790932,109,0.442072111,86,0.641291727,135,0.760255781
86545,CT,HMO,3,3,3,CSR-I,4,3,3,3,3,4,3,CSR-I,3,4,3,3,3,CSR-I,CSR-I,2,2,2,1,1,21,0.5714286,52,0.6442308,8,0.125,.,NR,55,0.3363637,411,0.6447689,374,0.7139037,405,0.6419753,153,0.4836601,153,0.6405229,153,0.8300654,103,0.7669903,417,0.8153477,86,1.1125224,451,0.6851441,1495,0.6020067,388,0.5798969,15,0.8666667,15,1,288,0.8368056,77,0.5324675,148,0.4324324,37,0.582846,358,0.4692737,4,0.75,12,0.1666667,233,0.8082976,11,0.8181818,47,0.8723404,134,0.766218273,110,0.809028154,112,0.720954992,95,0.864653308,74,0.826897456,17,0.9411765,17,0.9411765,56,0.25,42,0.7142857,123,0.466642803,98,0.631321331,150,0.59776705
86545,CT,PPO,3,3,3,3,3,3,3,4,4,4,4,5,3,4,3,3,3,3,3,3,3,3,1,1,202,0.5742574,313,0.571885,56,0.3928571,8,0.2820513,344,0.255814,411,0.6155718,2635,0.7620493,2677,0.7205827,401,0.5610973,401,0.5835411,401,0.8977556,765,0.7137255,2895,0.8341969,631,0.7951192,3053,0.7320668,8320,0.6388221,398,0.5904523,81,0.8765432,81,0.9382716,229,0.8777293,482,0.6099585,184,0.5108696,33,0.4711632,1724,0.5272622,43,0.8837209,87,0.1494253,305,0.8360656,32,0.90625,274,0.9343066,172,0.78940516,145,0.805292014,152,0.765904972,134,0.865864733,98,0.877188568,107,0.9439252,117,0.9487179,366,0.226776,273,0.7765568,162,0.396889178,125,0.657651936,188,0.64946061
86584,WI,HMO,3,3,4,3,3,4,4,4,4,4,3,CSR-I,2,CSR-I,3,3,3,3,3,3,2,2,2,2,46,0.6086957,122,0.6516394,20,0.45,3,0.5833334,84,0.1904762,411,0.7420925,1353,0.7694013,1349,0.7487027,449,0.4743875,449,0.6436526,449,0.9554566,374,0.7219251,1591,0.8830924,178,0.7784221,1148,0.7430314,407,0.5257985,411,0.5888078,20,0.9,20,0.95,411,0.9367397,134,0.380597,348,0.362069,82,0.525453,.,NR,12,0.5,16,0.125,238,0.8123249,4,0.5,66,0.7727273,300,0.742398428,239,0.852099911,254,0.782861052,218,0.87872908,131,0.839011963,11,1,10,0.8,80,0.3125,82,0.7317073,264,0.443454492,213,0.701146202,349,0.669590858
87571,OK,PPO,3,2,3,3,3,3,3,4,4,3,2,3,3,1,3,3,3,3,3,3,1,1,3,3,993,0.5861027,2633,0.6012154,523,0.3154876,58,0.4456522,2247,0.2338674,411,0.5596107,19635,0.7532468,14458,0.7182183,9880,0.3606275,411,0.5109489,411,0.8832117,7303,0.710393,23445,0.8332267,4377,0.7355891,13083,0.5723458,45832,0.4813667,29420,0.4349422,411,0.6958637,411,0.7688564,184,0.8967391,2918,0.408499,264,0.5,70,0.5142857,.,NB,424,0.2900943,496,0.0826613,7283,0.022564,286,0.7272727,2434,0.585456,238,0.770935805,207,0.818823882,209,0.784523944,196,0.863123352,111,0.844941796,806,0.7952854,738,0.7479675,2116,0.1980151,2218,0.6749324,228,0.518702982,172,0.69413596799999,266,0.71745447
88380,VA,HMO,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,365,0.5780822,1206,0.555141,198,0.4090909,53,0.46,770,0.2415585,411,0.5888078,8965,0.6964863,7214,0.674799,411,0.4428224,411,0.5523114,411,0.8734793,3318,0.6515973,10423,0.7610093,1441,0.4855986,6796,0.6623014,411,0.5620438,405,0.5753086,294,0.670068,294,0.8095238,184,0.8369565,1444,0.3642659,287,0.4703833,55,0.5907969,6464,0.3870668,205,0.7658537,250,0.176,407,0.5986896,124,0.8225806,1084,0.7758303,260,0.739588547,228,0.838369936,226,0.799530219,217,0.879611137,126,0.825434103,565,0.8884956,618,0.8543689,900,0.22,633,0.7045814,244,0.536603679,185,0.677606919,284,0.701242363
88582,NY,HMO,3,3,3,2,4,3,3,4,4,3,3,2,4,2,2,2,2,2,2,3,4,4,1,1,44,0.4772727,106,0.6650943,40,0.475,3,0.6,136,0.319853,411,0.4841849,1888,0.7711864,1995,0.677193,411,0.5206813,411,0.5085158,411,0.9270073,738,0.7113821,2026,0.8504442,240,0.6617396,1124,0.7188612,380,0.55,411,0.4987835,118,0.5508475,118,0.6779661,392,0.6887755,255,0.6156863,184,0.4945652,37,0.701952,732,0.1407104,8,0.625,6,0.1666667,360,0.6157408,11,0.9090909,96,0.8333333,175,0.68648391,151,0.811098573,149,0.678773566,133,0.8589027,108,0.847288236,28,0.9285714,26,0.9230769,75,0.3733333,105,0.8761905,162,0.395734845,143,0.639638666,194,0.598961085
88806,MA,HMO,5,4,3,1,2,4,5,5,5,5,5,5,5,3,5,4,4,5,5,5,4,4,3,3,52,0.3653846,135,0.6111112,29,0.3448276,.,NR,150,0.21,411,0.7372263,829,0.8154403,966,0.7598344,354,0.779661,354,0.700565,354,0.9576271,273,0.7362637,926,0.9114471,142,0.5444962,653,0.8284839,305,0.8098361,321,0.8068536,37,0.8648649,37,0.9459459,134,0.9253731,183,0.7650273,188,0.4734043,57,0.7596074,346,0.1011561,7,0.4285714,14,0.2142857,240,0.7861111,8,1,65,0.8769231,182,0.802521321,157,0.869354171,159,0.799494359,133,0.919222533,87,0.892649826,9,1,10,1,56,0.7857143,137,0.7810219,160,0.466241679,147,0.726899521,193,0.742371326
89364,ND,HMO,4,4,5,CSR-I,4,5,5,4,4,4,3,5,2,3,3,3,3,4,4,3,CSR-I,CSR-I,2,2,16,0.5625,53,0.7264151,17,0.2941176,.,NR,49,0.2959184,224,0.8035714,390,0.8564103,347,0.8126801,146,0.609589,146,0.7465753,146,0.9520548,139,0.7194245,488,0.8627049,40,0.6417764,81,0.691358,1152,0.5208333,281,0.5551601,39,0.8461538,39,0.974359,147,0.9251701,72,0.2361111,227,0.4581498,82,0.4639794,661,0.3676248,11,0.8181818,20,0.25,388,0.8015464,6,0.5,157,0.6433121,189,0.724106046,149,0.83761974,155,0.781811617,137,0.876038375,87,0.845888767,15,0.6,24,0.875,15,0.4,59,0.8983051,175,0.444876745,135,0.738787886,232,0.670132667
89942,GA,HMO,4,4,4,3,3,4,5,4,4,5,4,4,4,4,3,2,2,4,4,5,4,4,4,4,224,0.5446429,852,0.7036385,241,0.5103734,13,0.7706767,643,0.2045101,8645,0.789358,6877,0.75309,6388,0.7069505,348,0.7183908,4207,0.6600903,4207,0.9453292,2897,0.6634449,8641,0.9458396,733,1.0006721,1597,0.8146525,26810,0.6989183,6747,0.6810434,207,0.8502415,207,0.9178744,100,1,2019,0.7518574,213,0.4882629,32,0.4270833,.,NB,90,0.8555556,140,0.35,100,0.99,59,0.8305085,1020,0.7696078,220,0.735296955,184,0.81194394,186,0.797362615,161,0.878073405,150,0.852315424,21,0.9047619,205,0.9902439,317,0.5646688,780,0.6987179,202,0.490743945,201,0.762309116,233,0.729236413
90296,MD,HMO,5,4,4,2,4,4,5,4,4,5,5,5,4,4,3,2,2,4,4,5,4,4,3,3,163,0.4723926,367,0.6376022,110,0.7909091,5,0.8125,326,0.4202454,229,0.8908297,6681,0.7412064,6639,0.6883567,342,0.9093567,3975,0.690566,3975,0.9647799,3344,0.6875,7029,0.929862,584,0.8152816,2260,0.8349558,270,0.8111111,250,0.8,235,0.9276596,235,0.9234043,100,0.96,1125,0.8231111,277,0.5415162,44,0.5815715,1363,0.1283933,22,0.8636364,30,0.6333333,100,1,27,0.7777778,157,0.8726115,300,0.726980941,250,0.782983102,245,0.825953106,228,0.873757573,142,0.847238487,9,0.8888889,55,0.9818182,136,0.7279412,877,0.8540479,293,0.503887471,287,0.698828152,323,0.774906889
90714,MS,HMO,3,2,2,3,1,3,3,4,4,3,3,3,2,1,4,4,4,4,4,4,1,1,5,5,335,0.5462687,1005,0.5283582,192,0.125,11,0.377193,1001,0.1668332,411,0.5060827,15641,0.7111438,11438,0.6414583,411,0.3990268,411,0.4793187,411,0.9391727,5913,0.6664975,20320,0.8439469,1881,0.6402699,4061,0.6803743,411,0.4768856,411,0.4768856,276,0.634058,276,0.7971014,411,0.8613139,1871,0.444682,396,0.3964646,111,0.5375375,195,0.225641,55,0.5818182,88,0.125,411,0.433901,19,0.6842105,367,0.4550409,386,0.782625513,342,0.840028951,349,0.833771536,330,0.891534921,169,0.840496736,84,0.7619048,148,0.6283784,849,0.2014134,1121,0.6743979,359,0.672586113,321,0.796292096,405,0.799393966
91237,NY,HMO,3,4,3,2,3,3,4,5,5,4,3,3,4,3,1,1,1,2,2,3,3,3,1,1,131,0.4580153,162,0.6419753,29,0.5172414,4,0.1666667,247,0.2510122,411,0.620438,3046,0.7472095,3161,0.6807972,411,0.4987835,411,0.5766423,411,0.9245742,1434,0.7377964,3257,0.8882407,330,0.4254674,1368,0.7046784,411,0.6447689,405,0.5851852,186,0.6989247,186,0.8709677,279,0.8243728,337,0.7002967,189,0.4708995,24,0.5519324,322,0.3509317,9,0.5555556,18,0.0555556,354,0.73258,8,0.75,68,0.8970588,177,0.695935102,154,0.771555446,156,0.736031811,140,0.813175205,104,0.813611701,31,0.9354839,25,0.96,158,0.2848101,209,0.8229665,164,0.41650887,164,0.644149698,195,0.65333648
91450,AZ,HMO,3,3,3,3,3,3,3,4,4,4,3,4,2,2,2,2,2,2,2,3,2,2,2,2,568,0.5475352,1097,0.5783957,255,0.4392157,51,0.4537037,1199,0.2372811,411,0.622871,12269,0.7151357,11381,0.6614533,411,0.5060827,411,0.6107056,411,0.9075426,4694,0.6593524,11785,0.8618583,1939,0.7288752,1077,0.7028784,411,0.5328467,411,0.4379562,354,0.7514124,354,0.9096045,196,0.8265306,2001,0.4007996,240,0.4833333,50,0.4191837,.,NB,270,0.7740741,411,0.243309,407,0.6592956,282,0.5957447,2666,0.6676669,229,0.730202826,198,0.79082054,202,0.73068793,185,0.844099801,131,0.807278373,587,0.7921635,823,0.9173755,842,0.260095,795,0.7522013,212,0.468499403,194,0.68656164,249,0.643997359
91661,NJ,EPO,3,3,4,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,966,0.6231884,1534,0.7007823,321,0.4859813,55,0.4479532,1355,0.2239853,411,0.5450122,15062,0.8295047,14833,0.7659273,411,0.5255474,411,0.6034063,411,0.9318735,5780,0.7697232,18159,0.86453,3182,0.6833385,13589,0.6715726,384,0.6432292,411,0.5255474,335,0.7074627,335,0.8746269,207,0.8502415,2387,0.5789694,242,0.4958678,34,0.5338681,0,0,348,0.6867816,411,0.0973236,366,0.7313297,367,0.7956403,1927,0.8572911,234,0.74697966,196,0.834431642,194,0.745020005,179,0.869841418,135,0.840270456,708,0.9435028,1175,0.9234043,1534,0.2157757,1435,0.7268293,219,0.425781885,198,0.653073071,251,0.679157107
91762,NJ,EPO,2,2,3,3,3,3,3,4,4,3,1,2,3,2,2,2,2,CSR-I,CSR-I,3,3,3,CSR-I,CSR-I,237,0.6244726,552,0.6177537,162,0.3024691,8,0.7307693,608,0.3108553,411,0.3990268,10593,0.769376,9590,0.6952033,411,0.2749392,411,0.5693431,411,0.892944,4692,0.7073743,11174,0.8454448,1106,0.7445106,3919,0.5942843,411,0.4160584,411,0.3284672,364,0.5494505,364,0.7417582,335,0.6925373,1134,0.5458554,111,0.5225225,24,0.6527778,.,NB,61,0.4918033,107,0.0934579,411,0.5750203,41,0.7317073,569,0.7838313,107,0.705566608,89,0.733674529,87,0.745215515,84,0.838969405,57,0.801578764,101,0.8712871,163,0.8773006,591,0.2233503,616,0.7954545,93,0.478998601,88,0.646059196,115,0.661111942
92499,CA,HMO,4,4,4,3,3,4,5,4,4,4,3,4,3,2,3,2,2,4,4,4,4,4,3,3,116,0.6206897,314,0.6671975,49,0.3469388,7,0.5151516,398,0.1670854,411,0.7372263,1903,0.8160799,1637,0.7886378,411,0.4817518,411,0.7226277,411,0.9489051,625,0.8032,2257,0.8201152,418,0.523434,1856,0.7209052,392,0.6403061,371,0.5660377,198,0.8282828,198,0.9242424,100,0.95,377,0.5994695,221,0.4162896,35,0.4123249,2559,0.1242673,70,0.6857143,112,0.2321429,313,0.798722,88,0.6590909,503,0.7475149,211,0.730041265,178,0.787420831,175,0.798359246,155,0.873450099,109,0.846004377,60,0.9166667,102,0.9607843,92,0.5326087,219,0.7305936,187,0.460334127,171,0.71147345,227,0.750627726
92815,CA,HMO,3,3,3,2,2,3,4,4,4,4,3,3,3,3,1,1,1,2,2,3,2,2,3,3,137,0.5255474,390,0.5641026,61,0.2622951,.,NR,510,0.1882353,411,0.6812652,10075,0.7266501,9153,0.6315962,411,0.6034063,411,0.6155718,411,0.9489051,5306,0.7063701,10409,0.8860601,673,0.7975643,2477,0.7299152,411,0.5352798,411,0.5377129,196,0.6938776,196,0.8826531,170,0.9529412,1001,0.5904096,290,0.3965517,46,0.4545894,2817,0.1782038,50,0.82,56,0.3928571,360,0.7962963,19,0.3684211,427,0.7470726,282,0.666172379,240,0.766840377,209,0.778949065,223,0.825184949,124,0.826457573,14,0.6428571,72,0.9027778,296,0.2432432,409,0.7139364,269,0.502195225,262,0.697892583,306,0.725516975
93091,NM,HMO,2,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,81,0.5555556,140,0.5535715,25,0.2,.,NR,165,0.1818182,411,0.4914842,1898,0.7334036,1465,0.7023891,411,0.3746959,411,0.5206813,411,0.9026764,700,0.7071429,1881,0.8043594,216,0.8445678,1189,0.646762,411,0.5182482,411,0.43309,43,0.6511628,43,0.8837209,296,0.8108108,175,0.4628571,341,0.5043988,46,0.5138486,.,NB,13,0.5384615,37,0.1891892,411,0.5442011,5,0.8,93,0.6451613,324,0.720886672,258,0.836415773,280,0.799392405,238,0.861326799,193,0.846869555,29,0.9310345,68,0.8823529,104,0.2980769,100,0.74,274,0.496015519,225,0.702190671,354,0.723999237
93689,CA,HMO,2,2,3,3,2,3,3,2,2,3,3,3,3,2,3,2,2,3,3,4,4,4,2,2,50,0.58,75,0.6133334,17,0.2941176,.,NR,138,0.1594203,411,0.5766423,1053,0.7416904,938,0.6897655,410,0.4780488,410,0.4902439,410,0.8804878,352,0.7073864,1049,0.7864633,187,0.9470845,714,0.6386555,388,0.5438144,403,0.5235732,46,0.673913,46,0.7826087,196,0.7397959,138,0.557971,221,0.4117647,53,0.5769231,601,0.0332779,18,0.7777778,32,0.21875,425,0.3344674,14,0.4285714,138,0.6594203,207,0.732561766,181,0.807711102,174,0.758071891,167,0.850848611,111,0.864990286,14,0.8571429,27,1,55,0.4,79,0.8734177,194,0.482140291,158,0.671345559,227,0.716185107
94084,MD,PPO,5,4,4,CSR-I,4,4,5,5,5,4,4,CSR-I,3,CSR-I,4,4,4,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,12,0.5833333,42,0.6904762,15,0.4666667,2,0,42,0.3095238,163,0.5276074,176,0.8409091,170,0.7529412,85,0.6,85,0.6588235,85,0.9647059,69,0.8695652,224,0.8794643,51,0.7145307,117,0.7777778,411,0.7323601,340,0.6823529,16,0.6875,16,0.75,411,0.7445255,33,0.4242424,112,0.6071429,18,0.5925926,7,0.8571429,3,0.6666667,10,0.1,101,0.6765677,5,1,21,0.8095238,111,0.781948982,94,0.814333568,95,0.821724588,87,0.903672213,73,0.907002106,5,1,14,1,10,0.2,23,0.7826087,97,0.452726268,87,0.624429013,114,0.750716829
94506,DC,HMO,5,4,4,1,5,4,5,4,4,5,5,5,5,3,3,4,4,3,3,5,4,4,4,4,36,0.3888889,51,0.7843138,15,0.8,5,0.5,35,0.4571429,340,0.8235294,343,0.7434402,347,0.7233429,195,0.8564103,195,0.6615385,195,0.9692308,129,0.7596899,460,0.8413043,52,0.3659652,329,0.8419453,270,0.8666667,279,0.7634409,77,0.8961039,77,0.987013,134,0.9626866,110,0.7545455,222,0.6486486,28,0.6979718,689,0.1219158,34,0.8235294,29,0.7586207,100,0.9933333,43,0.8372093,165,0.8606061,221,0.808237696,179,0.831672907,194,0.807908086,160,0.86935208,136,0.83218644,10,0.9,36,0.9444444,20,0.65,106,0.8962264,204,0.563688606,197,0.762668408,234,0.766389134
94529,WI,HMO,4,3,4,2,4,4,4,4,4,4,4,CSR-I,3,CSR-I,4,4,4,5,5,5,CSR-I,CSR-I,4,4,31,0.516129,47,0.7446809,6,0.5,3,0.3333333,65,0.3076923,155,0.6903226,326,0.8128834,279,0.7885305,125,0.512,125,0.56,125,0.896,105,0.8,365,0.8273973,40,0.6398567,88,0.7159091,411,0.6569343,297,0.6195286,15,0.8,15,0.8,411,0.9245742,63,0.4761905,238,0.4663866,77,0.6017316,.,NB,7,0.5714286,8,0.375,146,0.8515982,7,0.8571429,55,0.9090909,226,0.787900371,180,0.843233218,202,0.82307168,162,0.893604078,123,0.872810873,9,1,4,1,1,0,53,0.8490566,218,0.486069869,213,0.799545072,255,0.722295871
94788,NY,HMO,5,4,4,CSR-I,4,4,4,4,4,5,4,CSR-I,4,CSR-I,4,4,4,4,4,4,CSR-I,CSR-I,3,3,28,0.5357143,38,0.6184211,16,0.6875,.,NR,31,0.3548387,376,0.7021277,467,0.8308351,475,0.8105263,151,0.6556291,151,0.7417219,151,0.8675497,107,0.6728972,525,0.8438095,87,1.0788553,447,0.8143177,270,0.6962963,354,0.7259887,15,0.8666667,15,0.9333333,147,0.9455782,57,0.7368421,251,0.5298805,41,0.5727642,.,NB,2,1,6,0.1666667,78,0.9145299,3,0.6666667,16,0.8125,234,0.796973138,210,0.833935758,215,0.816772179,186,0.884861376,138,0.866232032,6,1,3,1,27,0.2222222,36,0.6666667,192,0.485596463,164,0.757035573,248,0.723657971
